country,iso_code,year,population,gdp,biofuel_electricity,carbon_intensity_elec,coal_electricity,electricity_demand,electricity_generation,fossil_electricity,gas_electricity,hydro_electricity,low_carbon_electricity,nuclear_electricity,oil_electricity,other_renewable_electricity,other_renewable_exc_biofuel_electricity,per_capita_electricity,renewables_electricity,solar_electricity,wind_electricity
Dominican Republic,DOM,2019,10881886.0,173944045568.0,390000000.0,578.512,2510000000.0,20570000000.0,20570000000.0,18060000000.0,5080000000.0,970000000.0,2510000000.0,0.0,10470000000.0,390000000.0,0.0,1890.297,2510000000.0,360000000.0,790000000.0
Dominican Republic,DOM,2020,10999668.0,162254995456.0,340000000.0,536.31,2520000000.0,16800000000.0,16800000000.0,13710000000.0,5310000000.0,1180000000.0,3090000000.0,0.0,5880000000.0,340000000.0,0.0,1527.319,3090000000.0,430000000.0,1140000000.0
Dominican Republic,DOM,2021,11117873.0,182166945792.0,170000000.0,578.845,5760000000.0,20610000000.0,20610000000.0,17620000000.0,7710000000.0,1000000000.0,2990000000.0,0.0,4150000000.0000005,170000000.0,0.0,1853.772,2990000000.0,530000000.0,1290000000.0
Dominican Republic,DOM,2022,11228821.0,191182372864.0,180000000.0,580.78,6040000000.0,21540000000.0,21540000000.0,18480000000.0,8090000000.0,1000000000.0,3060000000.0,0.0,4350000000.0,180000000.0,0.0,1918.278,3060000000.0,560000000.0,1320000000.0
East Timor,TLS,2017,1243238.0,,0.0,651.163,0.0,430000000.0,430000000.0,430000000.0,0.0,0.0,0.0,0.0,430000000.0,0.0,0.0,345.871,0.0,0.0,0.0
East Timor,TLS,2018,1261850.0,,0.0,666.667,0.0,450000000.0,450000000.0,450000000.0,0.0,0.0,0.0,0.0,450000000.0,0.0,0.0,356.619,0.0,0.0,0.0
East Timor,TLS,2019,1280442.0,,0.0,653.846,0.0,520000000.0,520000000.0,520000000.0,0.0,0.0,0.0,0.0,520000000.0,0.0,0.0,406.11,0.0,0.0,0.0
East Timor,TLS,2020,1299998.0,,0.0,660.0,0.0,500000000.0,500000000.0,500000000.0,0.0,0.0,0.0,0.0,500000000.0,0.0,0.0,384.616,0.0,0.0,0.0
East Timor,TLS,2021,1320944.0,,0.0,666.667,0.0,510000000.0,510000000.0,510000000.0,0.0,0.0,0.0,0.0,510000000.0,0.0,0.0,386.088,0.0,0.0,0.0
East Timor,TLS,2022,1341298.0,,0.0,666.667,0.0,510000000.0,510000000.0,510000000.0,0.0,0.0,0.0,0.0,510000000.0,0.0,0.0,380.229,0.0,0.0,0.0
Ecuador,ECU,2017,16696947.0,174458716160.0,460000000.0,201.222,0.0,27640000000.0,27830000000.0,7370000000.0,1730000000.0,19890000000.0,20460000000.0,0.0,5640000000.0,460000000.0,0.0,1666.772,20460000000.0,40000000.0,70000000.0
Ecuador,ECU,2018,17015672.0,176707502080.0,430000000.0,206.612,0.0,28890000000.0,29040000000.0,8020000000.0,1340000000.0,20470000000.0,21020000000.0,0.0,6680000000.0,430000000.0,0.0,1706.662,21020000000.0,40000000.0,80000000.0
Ecuador,ECU,2019,17343742.0,176728686592.0,450000000.0,169.297,0.0,30490000000.0,32310000000.000004,7070000000.0,1250000000.0,24660000000.0,25240000000.0,0.0,5820000000.0,450000000.0,0.0,1862.92,25240000000.0,40000000.0,90000000.0
Ecuador,ECU,2020,17588596.0,162965061632.0,470000000.0,159.476,0.0,30200000000.0,31290000000.0,6370000000.0,1150000000.0,24330000000.0,24920000000.0,0.0,5220000000.0,470000000.0,0.0,1778.994,24920000000.0,40000000.0,80000000.0
Ecuador,ECU,2021,17797736.0,169866625024.0,410000000.0,149.128,0.0,31960000000.0,32119999999.999996,6040000000.0,1130000000.0,25570000000.0,26080000000.0,0.0,4910000000.0,410000000.0,0.0,1804.724,26080000000.0,40000000.0,60000000.0
Ecuador,ECU,2022,18001002.0,175028879360.0,430000000.0,150.689,0.0,32490000000.000004,32650000000.0,6220000000.0,1160000000.0,25900000000.0,26430000000.0,0.0,5060000000.0,430000000.0,0.0,1813.788,26430000000.0,40000000.0,60000000.0
Egypt,EGY,2017,101789384.0,1158060441600.0,0.0,594.69,0.0,192870000000.0,193210000000.0,177710000000.0,151930000000.0,12790000000.0,15500000000.0,0.0,25780000000.0,0.0,,1898.135,15500000000.0,600000000.0,2109999999.9999998
Egypt,EGY,2018,103740768.0,1220661739520.0,0.0,592.407,0.0,198820000000.0,199390000000.0,182930000000.0,167180000000.0,12920000000.0,16460000000.0,0.0,15750000000.0,0.0,,1922.002,16460000000.0,550000000.0,2990000000.0
Egypt,EGY,2019,105618672.0,1289253421056.0,0.0,579.428,0.0,199770000000.0,200560000000.0,180010000000.0,171730000000.0,14080000000.0,20550000000.0,0.0,8279999999.999999,0.0,,1898.907,20550000000.0,1490000000.0,4980000000.0
Egypt,EGY,2020,107465128.0,1307778088960.0,0.0,566.465,0.0,197180000000.0,198600000000.0,174020000000.0,166980000000.0,14900000000.0,24580000000.0,0.0,7040000000.0,0.0,,1848.041,24580000000.0,4450000000.0,5230000000.0
Egypt,EGY,2021,109262184.0,1400985616384.0,0.0,570.379,0.0,208180000000.0,209650000000.0,184910000000.0,174000000000.0,14280000000.0,24740000000.0,0.0,10910000000.0,0.0,,1918.779,24740000000.0,5080000000.0,5380000000.0
Egypt,EGY,2022,110990096.0,1460427423744.0,0.0,570.127,0.0,199420000000.0,200850000000.0,176880000000.0,159290000000.0,13800000000.0,23970000000.0,0.0,17590000000.0,0.0,,1809.621,23970000000.0,5030000000.0,5140000000.0
El Salvador,SLV,2017,6266661.0,53295513600.0,710000000.0,211.47,0.0,7170000000.0,5580000000.0,1400000000.0,0.0,1710000000.0,4179999999.9999995,0.0,1400000000.0,2280000000.0,1570000000.0,890.426,4179999999.9999995,190000000.0,0.0
El Salvador,SLV,2018,6276340.0,55053058048.0,740000000.0,195.572,0.0,7180000000.0,5420000000.0,1200000000.0,0.0,1630000000.0,4219999999.9999995,0.0,1200000000.0,2280000000.0,1540000000.0,863.561,4219999999.9999995,310000000.0,0.0
El Salvador,SLV,2019,6280222.0,56393641984.0,830000000.0,239.737,0.0,7380000000.0,6090000000.0,1760000000.0,0.0,1530000000.0,4330000000.0,0.0,1760000000.0,2300000000.0,1470000000.0,969.711,4330000000.0,500000000.0,0.0
El Salvador,SLV,2020,6292734.0,51960807424.0,810000000.0,153.239,0.0,6970000000.0,6330000000.0,980000000.0,0.0,2069999999.9999998,5350000000.0,0.0,980000000.0,2370000000.0,1560000000.0,1005.922,5350000000.0,910000000.0,0.0
El Salvador,SLV,2021,6314165.0,57771999232.0,900000000.0,155.906,0.0,7630000000.0,6350000000.0,990000000.0,0.0,1820000000.0,5360000000.0,0.0,990000000.0,2460000000.0,1560000000.0,1005.675,5360000000.0,1080000000.0,0.0
El Salvador,SLV,2022,6336393.0,59270934528.0,910000000.0,116.535,0.0,7620000000.0,6350000000.0,570000000.0,0.0,2260000000.0,5780000000.0,0.0,570000000.0,2490000000.0,1580000000.0,1002.147,5780000000.0,1030000000.0,0.0
Equatorial Guinea,GNQ,2017,1450703.0,23511758848.0,0.0,597.015,0.0,1340000000.0,1340000000.0,900000000.0,890000000.0,440000000.0,440000000.0,0.0,10000000.0,0.0,0.0,923.69,440000000.0,0.0,0.0
Equatorial Guinea,GNQ,2018,1502102.0,21813516288.0,0.0,592.593,0.0,1350000000.0,1350000000.0,910000000.0,900000000.0,440000000.0,440000000.0,0.0,10000000.0,0.0,0.0,898.741,440000000.0,0.0,0.0
Equatorial Guinea,GNQ,2019,1553037.0,20617750528.0,0.0,600.0,0.0,1400000000.0,1400000000.0,950000000.0,940000000.0,450000000.0,450000000.0,0.0,10000000.0,0.0,0.0,901.46,450000000.0,0.0,0.0
Equatorial Guinea,GNQ,2020,1596057.0,19743252480.0,0.0,574.468,0.0,1410000000.0,1410000000.0,920000000.0,910000000.0,490000000.0,490000000.0,0.0,10000000.0,0.0,0.0,883.427,490000000.0,0.0,0.0
Equatorial Guinea,GNQ,2021,1634473.0,19556603904.0,0.0,594.406,0.0,1430000000.0,1430000000.0,960000000.0,950000000.0,470000000.0,470000000.0,0.0,10000000.0,0.0,0.0,874.9,470000000.0,0.0,0.0
Equatorial Guinea,GNQ,2022,1674916.0,20191379456.0,0.0,591.837,0.0,1470000000.0,1470000000.0,990000000.0,980000000.0,480000000.0,480000000.0,0.0,10000000.0,0.0,0.0,877.656,480000000.0,0.0,0.0
Eritrea,ERI,2017,3396933.0,,0.0,647.059,0.0,340000000.0,340000000.0,330000000.0,0.0,0.0,10000000.0,0.0,330000000.0,0.0,0.0,100.09,10000000.0,10000000.0,0.0
Eritrea,ERI,2018,3445380.0,,0.0,628.571,0.0,350000000.0,350000000.0,340000000.0,0.0,0.0,10000000.0,0.0,340000000.0,0.0,0.0,101.585,10000000.0,10000000.0,0.0
Eritrea,ERI,2019,3498819.0,,0.0,638.889,0.0,360000000.0,360000000.0,350000000.0,0.0,0.0,10000000.0,0.0,350000000.0,0.0,0.0,102.892,10000000.0,10000000.0,0.0
Eritrea,ERI,2020,3555869.0,,0.0,648.649,0.0,370000000.0,370000000.0,360000000.0,0.0,0.0,10000000.0,0.0,360000000.0,0.0,0.0,104.053,10000000.0,10000000.0,0.0
Eritrea,ERI,2021,3620324.0,,0.0,631.579,0.0,380000000.0,380000000.0,370000000.0,0.0,0.0,10000000.0,0.0,370000000.0,0.0,0.0,104.963,10000000.0,10000000.0,0.0
Eritrea,ERI,2022,3684041.0,,0.0,631.579,0.0,380000000.0,380000000.0,370000000.0,0.0,0.0,10000000.0,0.0,370000000.0,0.0,0.0,103.148,10000000.0,10000000.0,0.0
Estonia,EST,2017,1317550.0,35037376512.0,1100000000.0,582.827,20000000.0,10430000000.0,13160000000.0,11300000000.0,60000000.0,30000000.0,1860000000.0,0.0,11220000000.0,1100000000.0,0.0,9988.235,1860000000.0,10000000.0,720000000.0
Estonia,EST,2018,1322146.0,36363239424.0,1310000000.0,573.969,0.0,10470000000.0,12370000000.0,10380000000.0,60000000.0,10000000.0,1990000000.0,0.0,10320000000.0,1310000000.0,0.0,9356.001,1990000000.0,30000000.0,640000000.0
Estonia,EST,2019,1327039.0,37723176960.0,1360000000.0,509.855,0.0,9770000000.0,7610000000.0,5470000000.0,40000000.0,20000000.0,2140000000.0000002,0.0,5430000000.0,1360000000.0,0.0,5734.572,2140000000.0000002,70000000.0,690000000.0
Estonia,EST,2020,1329449.0,37515272192.0,1850000000.0,404.605,0.0,9720000000.0,6080000000.0,3110000000.0,30000000.0,30000000.0,2970000000.0,0.0,3080000000.0,1850000000.0,0.0,4573.323,2970000000.0,250000000.0,840000000.0
Estonia,EST,2021,1328704.0,40521482240.0,1770000000.0,450.626,0.0,9820000000.0,7190000000.0,4320000000.0,40000000.0,20000000.0,2870000000.0,0.0,4280000000.0000005,1770000000.0,0.0,5411.288,2870000000.0,350000000.0,730000000.0
Estonia,EST,2022,1326064.0,39999856640.0,1570000000.0,489.888,0.0,9910000000.0,8900000000.0,6080000000.0,60000000.0,20000000.0,2820000000.0,0.0,6020000000.0,1570000000.0,0.0,6711.591,2820000000.0,600000000.0,630000000.0
Eswatini,SWZ,2017,1151397.0,8725282816.0,200000000.0,139.535,20000000.0,1450000000.0,430000000.0,20000000.0,0.0,210000000.0,410000000.0,0.0,0.0,200000000.0,0.0,373.459,410000000.0,0.0,0.0
Eswatini,SWZ,2018,1160430.0,8936239104.0,200000000.0,142.857,20000000.0,1430000000.0,490000000.0,20000000.0,0.0,270000000.0,470000000.0,0.0,0.0,200000000.0,0.0,422.257,470000000.0,0.0,0.0
Eswatini,SWZ,2019,1169620.0,9177836544.0,220000000.0,204.082,40000000.0,1530000000.0,490000000.0,40000000.0,0.0,230000000.0,450000000.0,0.0,0.0,220000000.0,0.0,418.939,450000000.0,0.0,0.0
Eswatini,SWZ,2020,1180663.0,9034694656.0,220000000.0,188.679,40000000.0,1440000000.0,530000000.0,40000000.0,0.0,270000000.0,490000000.0,0.0,0.0,220000000.0,0.0,448.9,490000000.0,0.0,0.0
Eswatini,SWZ,2021,1192273.0,9746927616.0,230000000.0,175.439,40000000.0,1470000000.0,570000000.0,40000000.0,0.0,300000000.0,530000000.0,0.0,0.0,230000000.0,0.0,478.078,530000000.0,0.0,0.0
Eswatini,SWZ,2022,1201680.0,9594910720.0,240000000.0,172.414,40000000.0,1490000000.0,580000000.0,40000000.0,0.0,300000000.0,540000000.0,0.0,0.0,240000000.0,0.0,482.658,540000000.0,0.0,0.0
Ethiopia,ETH,2017,108197944.0,190761664512.0,20000000.0,23.628,0.0,11690000000.0,13120000000.0,0.0,0.0,12550000000.0,13120000000.0,0.0,0.0,20000000.0,0.0,121.259,13120000000.0,20000000.0,530000000.0
Ethiopia,ETH,2018,111129440.0,206205566976.0,30000000.0,23.368,0.0,13550000000.0,14550000000.0,0.0,0.0,13650000000.0,14550000000.0,0.0,0.0,30000000.0,0.0,130.928,14550000000.0,20000000.0,850000000.0
Ethiopia,ETH,2019,114120592.0,221885284352.0,30000000.0,24.552,0.0,13930000000.0,15070000000.0,10000000.0,0.0,14400000000.0,15060000000.0,0.0,10000000.0,30000000.0,0.0,132.053,15060000000.0,20000000.0,610000000.0
Ethiopia,ETH,2020,117190920.0,237860192256.0,30000000.0,24.005,0.0,14190000000.0,15830000000.0,10000000.0,0.0,14940000000.0,15820000000.0,0.0,10000000.0,30000000.0,0.0,135.079,15820000000.0,30000000.0,820000000.0
Ethiopia,ETH,2021,120283024.0,251849818112.0,30000000.0,24.453,0.0,13880000000.0,15540000000.0,10000000.0,0.0,14910000000.0,15530000000.0,0.0,10000000.0,30000000.0,0.0,129.195,15530000000.0,30000000.0,560000000.0
Ethiopia,ETH,2022,123379928.0,269977223168.0,30000000.0,24.643,0.0,13760000000.0,15420000000.0,10000000.0,0.0,14750000000.0,15410000000.0,0.0,10000000.0,30000000.0,0.0,124.98,15410000000.0,40000000.0,590000000.0
Europe,,2017,745657647.0,,187570000000.0,352.876,934170000000.0,4842170000000.0,4848270000000.0,2314110000000.0,1226340000000.0,705850000000.0,2534160000000.0,1138840000000.0,153600000000.0,201140000000.0,13570000000.0,6502.005,1395320000000.0,121840000000.0,366490000000.0
Europe,,2018,746577709.0,,192510000000.0,339.597,885660000000.0,4861160000000.0,4867180000000.0,2235610000000.0,1201910000000.0,769230000000.0,2631570000000.0,1141490000000.0,148040000000.0,206830000000.0,14320000000.0,6519.321,1490080000000.0,130370000000.0,383650000000.0
Europe,,2019,747418251.0,,199550000000.0,319.257,738520000000.0,4811680000000.0,4817120000000.0,2149989999999.9998,1273840000000.0,728990000000.0,2667130000000.0,1139930000000.0,137630000000.0,213980000000.0,14430000000.0,6445.012,1527200000000.0,143340000000.0,440890000000.0
Europe,,2020,747462669.0,,205450000000.0,295.839,622020000000.0,4653120000000.0,4660610000000.0,1942930000000.0,1195790000000.0,789990000000.0,2717680000000.0,1050260000000.0,125120000000.0,219820000000.0,14370000000.0,6235.241,1667420000000.0,167930000000.0,489680000000.0
Europe,,2021,746417727.0,,215140000000.0,303.85,688760000000.0,4857980000000.0,4866210000000.0,2060860000000.0002,1242410000000.0,805460000000.0,2805350000000.0,1111350000000.0,129690000000.0,229080000000.0,13940000000.0,6519.419,1694000000000.0,187230000000.0,472230000000.0
Europe,,2022,744806995.0,,203940000000.0,318.782,716960000000.0,4715820000000.0,4731480000000.0,2093190000000.0,1241100000000.0,688670000000.0,2638290000000.0,971380000000.0,135130000000.0,217900000000.0,13960000000.0,6352.625,1666910000000.0,236130000000.0,524210000000.00006
European Union (27),,2017,443746907.0,,153640000000.0,340.373,638950000000.0,2918980000000.0,2923530000000.0,1289320000000.0,523620000000.0,294340000000.0,1634210000000.0,759400000000.0,126750000000.0,160870000000.0,7230000000.0,6588.283,874810000000.0,107300000000.0,312300000000.0
European Union (27),,2018,444343250.0,,155470000000.0,321.314,595630000000.0,2917020000000.0,2908180000000.0,1205380000000.0,489010000000.0,343840000000.0,1702800000000.0,761940000000.0,120740000000.0,162610000000.0,7140000000.0,6544.895,940860000000.0,113790000000.0,320620000000.0
European Union (27),,2019,445027038.0,,159660000000.0,287.36,450880000000.0,2877480000000.0,2874550000000.0,1130360000000.0,568690000000.0,320290000000.0,1744190000000.0,765340000000.0,110790000000.0,166890000000.0,7230000000.0,6459.271,978850000000.0,124540000000.0,367130000000.0
European Union (27),,2020,445290493.0,,162590000000.0,261.256,352410000000.0,2766830000000.0,2752860000000.0,1009770000000.0,559700000000.0,347160000000.0,1743090000000.0,683510000000.0,97660000000.0,169820000000.0,7230000000.0,6182.167,1059579999999.9999,144820000000.0,397780000000.0
European Union (27),,2021,445051201.0,,171530000000.0,272.628,419190000000.0,2882260000000.0,2874980000000.0,1066400000000.0001,547010000000.0,348330000000.0,1808580000000.0,731710000000.0,100200000000.0,178560000000.0,7030000000.0,6459.886,1076869999999.9999,163140000000.0,386840000000.0
European Union (27),,2022,447315902.0,,165030000000.0,291.855,448770000000.0,2789970000000.0,2777030000000.0,1088869999999.9999,534720000000.0,276240000000.0,1688160000000.0,609260000000.0,105380000000.0,171960000000.0,6930000000.0,6208.208,1078900000000.0001,210750000000.0,419950000000.0
Falkland Islands,FLK,2017,3619.0,,0.0,500.0,0.0,20000000.0,20000000.0,10000000.0,0.0,0.0,10000000.0,0.0,10000000.0,0.0,0.0,5526.389,10000000.0,0.0,10000000.0
Falkland Islands,FLK,2018,3674.0,,0.0,500.0,0.0,20000000.0,20000000.0,10000000.0,0.0,0.0,10000000.0,0.0,10000000.0,0.0,0.0,5443.658,10000000.0,0.0,10000000.0
Falkland Islands,FLK,2019,3729.0,,0.0,500.0,0.0,20000000.0,20000000.0,10000000.0,0.0,0.0,10000000.0,0.0,10000000.0,0.0,0.0,5363.368,10000000.0,0.0,10000000.0
Falkland Islands,FLK,2020,3764.0,,0.0,500.0,0.0,20000000.0,20000000.0,10000000.0,0.0,0.0,10000000.0,0.0,10000000.0,0.0,0.0,5313.496,10000000.0,0.0,10000000.0
Falkland Islands,FLK,2021,3786.0,,0.0,500.0,0.0,20000000.0,20000000.0,10000000.0,0.0,0.0,10000000.0,0.0,10000000.0,0.0,0.0,5282.62,10000000.0,0.0,10000000.0
Falkland Islands,FLK,2022,3801.0,,0.0,500.0,0.0,20000000.0,20000000.0,10000000.0,0.0,0.0,10000000.0,0.0,10000000.0,0.0,0.0,5261.773,10000000.0,0.0,10000000.0
Faroe Islands,FRO,2017,50259.0,,0.0,333.333,0.0,330000000.0,330000000.0,160000000.0,0.0,110000000.0,170000000.0,0.0,160000000.0,0.0,0.0,6565.988,170000000.0,0.0,60000000.0
Faroe Islands,FRO,2018,50978.0,,0.0,342.857,0.0,350000000.0,350000000.0,180000000.0,0.0,110000000.0,170000000.0,0.0,180000000.0,0.0,0.0,6865.707,170000000.0,0.0,60000000.0
Faroe Islands,FRO,2019,51708.0,,0.0,394.737,0.0,380000000.0,380000000.0,230000000.0,0.0,100000000.0,150000000.0,0.0,230000000.0,0.0,0.0,7348.959,150000000.0,0.0,50000000.0
Faroe Islands,FRO,2020,52440.0,,0.0,390.244,0.0,410000000.0,410000000.0,250000000.0,0.0,110000000.0,160000000.0,0.0,250000000.0,0.0,0.0,7818.459,160000000.0,0.0,50000000.0
Faroe Islands,FRO,2021,52915.0,,0.0,404.762,0.0,420000000.0,420000000.0,260000000.0,0.0,110000000.0,160000000.0,0.0,260000000.0,0.0,0.0,7937.258,160000000.0,0.0,50000000.0
Faroe Islands,FRO,2022,53117.0,,0.0,404.762,0.0,420000000.0,420000000.0,260000000.0,0.0,110000000.0,160000000.0,0.0,260000000.0,0.0,0.0,7907.073,160000000.0,0.0,50000000.0
Fiji,FJI,2017,919022.0,,10000000.0,343.137,0.0,1020000000.0,1020000000.0,510000000.0,0.0,490000000.0,510000000.0,0.0,510000000.0,10000000.0,0.0,1109.875,510000000.0,10000000.0,0.0
Fiji,FJI,2018,919002.0,,20000000.0,298.077,0.0,1040000000.0,1040000000.0,450000000.0,0.0,560000000.0,590000000.0,0.0,450000000.0,20000000.0,0.0,1131.662,590000000.0,10000000.0,0.0
Fiji,FJI,2019,918472.0,,40000000.0,309.091,0.0,1100000000.0,1100000000.0,480000000.0,0.0,570000000.0,620000000.0,0.0,480000000.0,40000000.0,0.0,1197.641,620000000.0,10000000.0,0.0
Fiji,FJI,2020,920430.0,,40000000.0,274.51,0.0,1020000000.0,1020000000.0,400000000.0,0.0,570000000.0,620000000.0,0.0,400000000.0,40000000.0,0.0,1108.178,620000000.0,10000000.0,0.0
Fiji,FJI,2021,924615.0,,30000000.0,277.228,0.0,1010000000.0,1010000000.0,400000000.0,0.0,570000000.0,610000000.0,0.0,400000000.0,30000000.0,0.0,1092.347,610000000.0,10000000.0,0.0
Fiji,FJI,2022,929769.0,,40000000.0,288.462,0.0,1040000000.0,1040000000.0,420000000.0,0.0,570000000.0,620000000.0,0.0,420000000.0,40000000.0,0.0,1118.557,620000000.0,10000000.0,0.0
Finland,FIN,2017,5508146.0,215058874368.0,11860000000.0,185.871,5860000000.0,87950000000.0,67519999999.99999,13570000000.0,3300000000.0,14770000000.0,53950000000.0,22480000000.0,4410000000.0,11860000000.0,0.0,12258.207,31470000000.0,50000000.0,4790000000.0
Finland,FIN,2018,5515465.0,217509953536.0,12910000000.0,192.937,5790000000.0,90170000000.0,70230000000.0,15300000000.0,4200000000.0,13300000000.0,54930000000.0,22790000000.0,5310000000.0,12910000000.0,0.0,12733.287,32140000000.0,90000000.0,5840000000.0
Finland,FIN,2019,5521539.0,220173893632.0,13290000000.0,171.112,4360000000.0,88650000000.0,68610000000.0,12860000000.0,3850000000.0,12420000000.0,55750000000.0,23870000000.0,4650000000.0,13290000000.0,0.0,12425.883,31880000000.0,150000000.0,6020000000.0
Finland,FIN,2020,5529468.0,214988898304.0,11570000000.0,130.127,2440000000.0,84340000000.0,69240000000.0,10020000000.0,3990000000.0,15880000000.0,59220000000.0,23290000000.0,3590000000.0,11570000000.0,0.0,12522.0,35930000000.0,220000000.0,8260000000.0
Finland,FIN,2021,5535982.0,221538484224.0,13580000000.0,135.487,2670000000.0,89880000000.0,72110000000.0,10330000000.0,3830000000.0,15790000000.0,61780000000.0,23600000000.0,3830000000.0,13580000000.0,0.0,13025.692,38180000000.0,300000000.0,8510000000.0
Finland,FIN,2022,5540745.0,226154840064.0,12760000000.0,130.235,3440000000.0,84390000000.0,71870000000.0,8170000000.0,960000000.0,13490000000.0,63700000000.0,25340000000.0,3770000000.0,12760000000.0,0.0,12971.181,38360000000.0,390000000.0,11720000000.0
France,FRA,2017,64144092.0,2549057585152.0,7780000000.0,78.214,12810000000.0,516289999999.99994,556420000000.0,65430000000.00001,40500000000.0,50000000000.0,490990000000.0,398360000000.0,12120000000.0,8430000000.0,650000000.0,8674.532,92630000000.0,9590000000.0,24610000000.0
France,FRA,2018,64277812.0,2596599234560.0,8380000000.000001,59.938,8310000000.000001,512960000000.00006,575930000000.0,49480000000.0,30610000000.0,65110000000.0,526450000000.00006,412940000000.0,10560000000.0,8990000000.0,610000000.0,8960.012,113510000000.0,10810000000.0,28600000000.0
France,FRA,2019,64399760.0,2644453883904.0,8640000000.0,59.834,3640000000.0,508060000000.0,565730000000.0,53660000000.0,39310000000.0,56910000000.0,512070000000.00006,399010000000.0,10710000000.0,9250000000.0,610000000.0,8784.659,113060000000.0,12180000000.0,34720000000.0
France,FRA,2020,64480052.0,2438594035712.0,8760000000.0,59.083,3090000000.0,482180000000.0,527220000000.0,48370000000.0,35250000000.0,62590000000.0,478850000000.0,353830000000.0,10030000000.0,9370000000.0,610000000.0,8176.482,125020000000.0,13200000000.0,39860000000.0
France,FRA,2021,64531448.0,2604822691840.0,9570000000.0,59.769,5440000000.0,505230000000.0,550120000000.0,48790000000.0,33290000000.0,59620000000.0,501330000000.0,379360000000.0,10060000000.0,10150000000.0,580000000.0,8524.836,121970000000.0,15370000000.0,36830000000.0
France,FRA,2022,64626624.0,2671568748544.0,9780000000.0,78.811,4330000000.0,484290000000.0,469350000000.0,60520000000.0,45740000000.0,45520000000.0,408830000000.0,294730000000.0,10450000000.0,10380000000.0,600000000.0,7262.487,114100000000.0,19640000000.0,38560000000.0
French Guiana,GUF,2017,269363.0,,10000000.0,223.404,,940000000.0,940000000.0,310000000.0,,570000000.0,630000000.0,,310000000.0,,,3489.715,630000000.0,50000000.0,
French Guiana,GUF,2018,276659.0,,10000000.0,244.681,,940000000.0,940000000.0,340000000.0,,540000000.0,600000000.0,,340000000.0,,,3397.685,600000000.0,50000000.0,
French Guiana,GUF,2019,284088.0,,10000000.0,343.75,,960000000.0,960000000.0,490000000.0,,410000000.0,470000000.0,,490000000.0,,,3379.235,470000000.0,50000000.0,
French Guiana,GUF,2020,290978.0,,20000000.0,323.232,,990000000.0,990000000.0,470000000.0,,440000000.0,520000000.0,,470000000.0,,,3402.319,520000000.0,60000000.0,
French Guiana,GUF,2021,297462.0,,50000000.0,217.822,,1010000000.0,1010000000.0,310000000.0,,590000000.0,700000000.0,,310000000.0,,,3395.392,700000000.0,60000000.0,
French Polynesia,PYF,2017,295456.0,,0.0,449.275,0.0,690000000.0,690000000.0,470000000.0,0.0,180000000.0,220000000.0,0.0,470000000.0,0.0,0.0,2335.373,220000000.0,40000000.0,0.0
French Polynesia,PYF,2018,297615.0,,0.0,470.588,0.0,680000000.0,680000000.0,480000000.0,0.0,160000000.0,200000000.0,0.0,480000000.0,0.0,0.0,2284.831,200000000.0,40000000.0,0.0
French Polynesia,PYF,2019,299730.0,,0.0,450.704,0.0,710000000.0,710000000.0,490000000.0,0.0,180000000.0,220000000.0,0.0,490000000.0,0.0,0.0,2368.799,220000000.0,40000000.0,0.0
French Polynesia,PYF,2020,301935.0,,0.0,441.176,0.0,680000000.0,680000000.0,460000000.0,0.0,180000000.0,220000000.0,0.0,460000000.0,0.0,0.0,2252.14,220000000.0,40000000.0,0.0
French Polynesia,PYF,2021,304038.0,,0.0,442.857,0.0,700000000.0,700000000.0,470000000.0,0.0,180000000.0,230000000.0,0.0,470000000.0,0.0,0.0,2302.344,230000000.0,50000000.0,0.0
French Polynesia,PYF,2022,306292.0,,0.0,442.857,0.0,700000000.0,700000000.0,470000000.0,0.0,180000000.0,230000000.0,0.0,470000000.0,0.0,0.0,2285.401,230000000.0,50000000.0,0.0
Gabon,GAB,2017,2140225.0,33572390912.0,10000000.0,495.536,0.0,2700000000.0,2240000000.0,1300000000.0,1110000000.0,930000000.0,940000000.0,0.0,190000000.0,10000000.0,0.0,1046.619,940000000.0,0.0,0.0
Gabon,GAB,2018,2192013.0,33855404032.0,10000000.0,475.771,0.0,2780000000.0,2270000000.0,1270000000.0,1080000000.0,990000000.0,1000000000.0,0.0,190000000.0,10000000.0,0.0,1035.578,1000000000.0,0.0,0.0
Gabon,GAB,2019,2242788.0,35180838912.0,10000000.0,484.716,0.0,2820000000.0,2290000000.0,1290000000.0,1130000000.0,990000000.0,1000000000.0,0.0,160000000.0,10000000.0,0.0,1021.051,1000000000.0,0.0,0.0
Gabon,GAB,2020,2292583.0,34525073408.0,10000000.0,491.597,0.0,2920000000.0,2380000000.0,1380000000.0,1180000000.0,990000000.0,1000000000.0,0.0,200000000.0,10000000.0,0.0,1038.13,1000000000.0,0.0,0.0
Gabon,GAB,2021,2341185.0,35037429760.0,10000000.0,482.906,0.0,2870000000.0,2340000000.0,1340000000.0,1110000000.0,990000000.0,1000000000.0,0.0,230000000.0,10000000.0,0.0,999.494,1000000000.0,0.0,0.0
Gabon,GAB,2022,2388997.0,36035293184.0,10000000.0,491.597,0.0,2920000000.0,2380000000.0,1380000000.0,1140000000.0,990000000.0,1000000000.0,0.0,240000000.0,10000000.0,0.0,996.234,1000000000.0,0.0,0.0
